Feature,category,Method
145082,tomato,VIP+FoldChange
145092,chicken,VIP+FoldChange
145117,"hing powder, chive stem, chive blossom",VIP+FoldChange
145122,grape_fermented,VIP+FoldChange
145127,blueberry,VIP+FoldChange
145132,squash blossom,VIP+FoldChange
145133,avocado,VIP+FoldChange
145136,"hing powder, chive blossom",VIP+FoldChange
145155,"garlic, garlic powder",VIP+FoldChange
145158,"onion, hing powder, chive blossom",VIP+FoldChange
145161,peanut,VIP+FoldChange
145165,peanut,VIP+FoldChange
145202,mango,VIP+FoldChange
145235,tomato,VIP+FoldChange
145242,"hing powder, chive blossom",VIP+FoldChange
145245,hing powder,VIP+FoldChange
145275,yogurt_cow,VIP+FoldChange
145289,sage,VIP+FoldChange
145292,veal,VIP+FoldChange
145314,mushroom,VIP+FoldChange
145315,spice,VIP+FoldChange
145318,mushroom,VIP+FoldChange
145323,basil,VIP+FoldChange
145325,apricot,VIP+FoldChange
145329,chicken,VIP+FoldChange
145330,pine nut,VIP+FoldChange
145350,cauliflower,VIP+FoldChange
145356,basil,VIP+FoldChange
145362,basil,VIP+FoldChange
1454,yogurt_cow,VIP+FoldChange
145403,sage,VIP+FoldChange
145415,tomato,VIP+FoldChange
145433,turmeric,VIP+FoldChange
145434,veal,VIP+FoldChange
145455,jicama,VIP+FoldChange
145477,sage,VIP+FoldChange
145501,sage,VIP+FoldChange
145507,basil,VIP+FoldChange
145509,pepper,VIP+FoldChange
145531,"basil, fennel, tarragon",VIP+FoldChange
145542,veal,VIP+FoldChange
145559,"fig, fennel",VIP+FoldChange
145563,sage,VIP+FoldChange
145564,lime,VIP+FoldChange
145599,blueberry,VIP+FoldChange
145674,avocado,VIP+FoldChange
145700,lime,VIP+FoldChange
145703,yogurt_cow,VIP+FoldChange
145719,"onion, chive stem, chive blossom",VIP+FoldChange
145722,eggplant,VIP+FoldChange
145757,cocoa seed,VIP+FoldChange
145786,shrimp,VIP+FoldChange
145792,anise,VIP+FoldChange
145795,jicama,VIP+FoldChange
145806,eggplant,VIP+FoldChange
145808,salmon,VIP+FoldChange
145814,"sage, mint",VIP+FoldChange
145821,jicama,VIP+FoldChange
145828,cheddar cheese,VIP+FoldChange
14583,"hing powder, sesame",VIP+FoldChange
145841,tomato,VIP+FoldChange
145859,sweet potato,VIP+FoldChange
14587,marigold,VIP+FoldChange
145878,pig,VIP+FoldChange
14588,marigold,VIP+FoldChange
145880,langostino,VIP+FoldChange
145883,basil,VIP+FoldChange
145897,jicama,VIP+FoldChange
145926,marjoram,VIP+FoldChange
145944,pear,VIP+FoldChange
145965,carrot,VIP+FoldChange
145971,jicama,VIP+FoldChange
146005,yogurt_cow,VIP+FoldChange
146032,"garlic, garlic powder",VIP+FoldChange
146049,"chive stem, chive blossom",VIP+FoldChange
146060,"basil, fennel, tarragon",VIP+FoldChange
146062,"tomato, pepper",VIP+FoldChange
146095,squash blossom,VIP+FoldChange
146108,celery,VIP+FoldChange
146122,"turmeric, watercress",VIP+FoldChange
146127,yogurt_cow,VIP+FoldChange
146138,eggplant,VIP+FoldChange
146141,eggplant,VIP+FoldChange
146169,"pear, poppy seed",VIP+FoldChange
146170,borage flower,VIP+FoldChange
146172,turmeric,VIP+FoldChange
14618,parsley,VIP+FoldChange
146196,avocado,VIP+FoldChange
146202,hing powder,VIP+FoldChange
146209,blueberry,VIP+FoldChange
146213,wheat,VIP+FoldChange
146273,sesame,VIP+FoldChange
146287,oregano,VIP+FoldChange
146292,ginger,VIP+FoldChange
146308,mushroom plant,VIP+FoldChange
146315,rosemary,VIP+FoldChange
146330,langostino,VIP+FoldChange
146364,tomato,VIP+FoldChange
146367,"celery, sesame seed",VIP+FoldChange
146427,"onion, hing powder, chive blossom",VIP+FoldChange
146430,chicken,VIP+FoldChange
146434,"onion, hing powder, chive blossom",VIP+FoldChange
146435,kale,VIP+FoldChange
146438,tomato,VIP+FoldChange
146460,poppy seed,VIP+FoldChange
146464,garlic powder,VIP+FoldChange
146489,kumquat,VIP+FoldChange
146490,"carrot, celery",VIP+FoldChange
146513,pea,VIP+FoldChange
146527,ginger,VIP+FoldChange
146528,lemon balm,VIP+FoldChange
146530,sage,VIP+FoldChange
146584,"chive stem, chive blossom, cloves",VIP+FoldChange
146588,"sage, mint",VIP+FoldChange
146595,olive,VIP+FoldChange
146604,garlic powder,VIP+FoldChange
146605,garlic powder,VIP+FoldChange
146608,garlic powder,VIP+FoldChange
146610,garlic powder,VIP+FoldChange
146615,mandarin,VIP+FoldChange
146621,blueberry,VIP+FoldChange
146637,"sage, mint",VIP+FoldChange
146675,"guava, parsley, marjoram",VIP+FoldChange
146687,cloves,VIP+FoldChange
146695,tarragon,VIP+FoldChange
146698,sesame seed,VIP+FoldChange
146700,sesame seed,VIP+FoldChange
146702,"onion, chive blossom",VIP+FoldChange
146726,"rice, arugula",VIP+FoldChange
146754,tomato,VIP+FoldChange
146755,"turmeric, ginger, ground cherry",VIP+FoldChange
146770,rosemary,VIP+FoldChange
146781,"turmeric, ginger",VIP+FoldChange
146782,garlic,VIP+FoldChange
146785,chicken,VIP+FoldChange
146789,wheat,VIP+FoldChange
146811,shrimp,VIP+FoldChange
146817,poppy seed,VIP+FoldChange
146825,"walnut, chive blossom",VIP+FoldChange
146836,cheddar cheese,VIP+FoldChange
146855,"garlic, garlic powder",VIP+FoldChange
146865,basil,VIP+FoldChange
146866,"basil, spinach",VIP+FoldChange
146870,ginger,VIP+FoldChange
146872,"onion, chive stem, chive blossom",VIP+FoldChange
146906,"egg_chicken, avocado",VIP+FoldChange
146909,"garlic, garlic powder",VIP+FoldChange
146910,sesame seed,VIP+FoldChange
146919,mint,VIP+FoldChange
146942,garlic powder,VIP+FoldChange
146944,"garlic, garlic powder",VIP+FoldChange
146962,"sesame seed, parsley",VIP+FoldChange
146989,mint,VIP+FoldChange
146995,ginger,VIP+FoldChange
147000,tomato,VIP+FoldChange
147005,cheddar cheese,VIP+FoldChange
147011,onion,VIP+FoldChange
147026,cauliflower,VIP+FoldChange
14703,garlic powder,VIP+FoldChange
147039,oat,VIP+FoldChange
147040,"garlic, garlic powder",VIP+FoldChange
147070,potato,VIP+FoldChange
147073,lemon,VIP+FoldChange
147084,infusion,VIP+FoldChange
147090,corn,VIP+FoldChange
147100,carrot,VIP+FoldChange
147114,sweet potato,VIP+FoldChange
147115,"onion, hing powder, chive blossom",VIP+FoldChange
147129,"onion, chive blossom",VIP+FoldChange
147157,sesame seed,VIP+FoldChange
147159,marjoram,VIP+FoldChange
147183,veal,VIP+FoldChange
147188,veal,VIP+FoldChange
147197,pepper,VIP+FoldChange
147210,"chive stem, chive blossom",VIP+FoldChange
147216,ginger,VIP+FoldChange
147229,sesame seed,VIP+FoldChange
147243,corn,VIP+FoldChange
147245,corn,VIP+FoldChange
147248,potato,VIP+FoldChange
147249,lemon,VIP+FoldChange
147250,shrimp,VIP+FoldChange
147255,"poppy seed, cloves",VIP+FoldChange
147286,veal,VIP+FoldChange
14729,sweet potato,VIP+FoldChange
147302,"garlic, onion",VIP+FoldChange
147303,ginger,VIP+FoldChange
147336,"chive stem, chive blossom",VIP+FoldChange
147344,squash blossom,VIP+FoldChange
147361,mint,VIP+FoldChange
147367,cheddar cheese,VIP+FoldChange
147368,basil,VIP+FoldChange
147371,basil,VIP+FoldChange
147387,sesame seed,VIP+FoldChange
147394,sesame seed,VIP+FoldChange
147395,sesame seed,VIP+FoldChange
147399,sesame seed,VIP+FoldChange
147404,sesame seed,VIP+FoldChange
147405,sesame seed,VIP+FoldChange
147414,"betel nut leaf, radish",VIP+FoldChange
147418,radish,VIP+FoldChange
147431,veal,VIP+FoldChange
147437,lemon,VIP+FoldChange
147449,cloves,VIP+FoldChange
147459,corn,VIP+FoldChange
147489,yogurt_cow,VIP+FoldChange
147504,celery,VIP+FoldChange
147506,"basil, tarragon",VIP+FoldChange
147515,spice,VIP+FoldChange
147521,"cauliflower, bean",VIP+FoldChange
147531,potato,VIP+FoldChange
147533,sage,VIP+FoldChange
147537,pepper,VIP+FoldChange
147560,spice,VIP+FoldChange
147571,corn,VIP+FoldChange
147588,turmeric,VIP+FoldChange
147598,milk_goat,VIP+FoldChange
147606,raspberry,VIP+FoldChange
147639,spice,VIP+FoldChange
147646,"tomato, eggplant",VIP+FoldChange
147682,potato,VIP+FoldChange
14771,cardamom,VIP+FoldChange
147715,"fennel, tarragon",VIP+FoldChange
147720,garlic,VIP+FoldChange
147723,eggplant,VIP+FoldChange
147745,sweet potato,VIP+FoldChange
147752,cloves,VIP+FoldChange
147754,cloves,VIP+FoldChange
147773,spice,VIP+FoldChange
147784,sage,VIP+FoldChange
147788,milk_cow,VIP+FoldChange
147790,carrot,VIP+FoldChange
147794,sesame seed,VIP+FoldChange
147796,sesame seed,VIP+FoldChange
147821,tarragon,VIP+FoldChange
147827,spice,VIP+FoldChange
147835,"sage, mint",VIP+FoldChange
147875,tomato,VIP+FoldChange
147879,mint,VIP+FoldChange
147890,milk_cow,VIP+FoldChange
147902,"ginger, tarragon",VIP+FoldChange
14791,tomato,VIP+FoldChange
147910,"garlic, garlic powder",VIP+FoldChange
147916,tomato,VIP+FoldChange
147919,"squash blossom, marjoram",VIP+FoldChange
147925,"garlic, garlic powder",VIP+FoldChange
147933,milk_cow,VIP+FoldChange
147942,langostino,VIP+FoldChange
147967,peanut,VIP+FoldChange
147970,spice,VIP+FoldChange
147999,spice,VIP+FoldChange
148020,spice,VIP+FoldChange
148028,bean,VIP+FoldChange
148045,potato leaf,VIP+FoldChange
148084,"pig, potato",VIP+FoldChange
14809,garlic,VIP+FoldChange
148093,corn,VIP+FoldChange
148124,tomato,VIP+FoldChange
14814,hing powder,VIP+FoldChange
148161,peanut,VIP+FoldChange
148169,tomato,VIP+FoldChange
148171,potato,VIP+FoldChange
148174,"squash blossom, cloves",VIP+FoldChange
148176,eggplant,VIP+FoldChange
148178,pig,VIP+FoldChange
148184,cardamom,VIP+FoldChange
148195,rosemary,VIP+FoldChange
148211,yogurt_cow,VIP+FoldChange
148228,sweet potato,VIP+FoldChange
148230,sweet potato,VIP+FoldChange
148241,tomato,VIP+FoldChange
148248,tomato,VIP+FoldChange
148252,corn,VIP+FoldChange
148260,shrimp,VIP+FoldChange
148267,cloves,VIP+FoldChange
148301,lemon balm,VIP+FoldChange
148309,spice,VIP+FoldChange
148325,sesame seed,VIP+FoldChange
148353,sage,VIP+FoldChange
14837,garlic,VIP+FoldChange
148397,garlic,VIP+FoldChange
148402,radish,VIP+FoldChange
148406,tomato,VIP+FoldChange
148410,"oregano, guava",VIP+FoldChange
148418,betel nut leaf,VIP+FoldChange
148433,sage,VIP+FoldChange
14846,"anise, cloves",VIP+FoldChange
148491,raspberry,VIP+FoldChange
148494,pepper,VIP+FoldChange
148497,blueberry,VIP+FoldChange
1485,"squash, squash blossom",VIP+FoldChange
14851,apricot,VIP+FoldChange
148510,sage,VIP+FoldChange
148522,beet,VIP+FoldChange
148529,tomato,VIP+FoldChange
148531,sage,VIP+FoldChange
148539,cardamom,VIP+FoldChange
148548,"turmeric, tarragon",VIP+FoldChange
14855,lime,VIP+FoldChange
148585,cocoa seed,VIP+FoldChange
148587,tomato,VIP+FoldChange
148601,"squash blossom, cloves",VIP+FoldChange
148603,"Tilapia, potato",VIP+FoldChange
148606,potato,VIP+FoldChange
148611,mushroom,VIP+FoldChange
148619,marjoram,VIP+FoldChange
148631,tomato,VIP+FoldChange
148638,potato,VIP+FoldChange
148640,cranberry,VIP+FoldChange
148659,tomato,VIP+FoldChange
14866,cardamom,VIP+FoldChange
148666,bean,VIP+FoldChange
148678,sage,VIP+FoldChange
148697,lemon balm,VIP+FoldChange
148713,"sage, mint",VIP+FoldChange
148741,walnut,VIP+FoldChange
148772,tomato,VIP+FoldChange
148774,lentil,VIP+FoldChange
148778,chive stem,VIP+FoldChange
148785,sweet potato,VIP+FoldChange
148805,tomato,VIP+FoldChange
148822,potato,VIP+FoldChange
14883,banana,VIP+FoldChange
148834,tomato,VIP+FoldChange
148835,anise,VIP+FoldChange
148837,pepper,VIP+FoldChange
148854,tomato,VIP+FoldChange
148863,cloves,VIP+FoldChange
148877,tomato,VIP+FoldChange
14892,anise,VIP+FoldChange
148925,beet,VIP+FoldChange
148937,tomato,VIP+FoldChange
148947,borage leaf,VIP+FoldChange
148961,tomato,VIP+FoldChange
148971,peanut,VIP+FoldChange
148995,lime,VIP+FoldChange
148996,tomato,VIP+FoldChange
149012,tomato,VIP+FoldChange
14902,hing powder,VIP+FoldChange
149082,"cauliflower, poppy seed",VIP+FoldChange
149092,betel nut,VIP+FoldChange
149097,sage,VIP+FoldChange
149100,sesame seed,VIP+FoldChange
149102,carrot,VIP+FoldChange
149122,"banana, apricot",VIP+FoldChange
149143,walnut,VIP+FoldChange
149144,walnut,VIP+FoldChange
149145,walnut,VIP+FoldChange
149155,basil,VIP+FoldChange
149156,"banana, apricot",VIP+FoldChange
149164,turmeric,VIP+FoldChange
149191,peanut,VIP+FoldChange
14922,chia,VIP+FoldChange
149229,garlic powder,VIP+FoldChange
149233,sage,VIP+FoldChange
149236,peanut,VIP+FoldChange
14925,pear,VIP+FoldChange
149277,tarragon,VIP+FoldChange
14928,"grape_fermented, peanut",VIP+FoldChange
149301,basil,VIP+FoldChange
149332,sumac,VIP+FoldChange
149335,sesame seed,VIP+FoldChange
14935,marigold,VIP+FoldChange
149357,rosemary,VIP+FoldChange
149370,rosemary,VIP+FoldChange
149380,"olive, curry plant",VIP+FoldChange
149384,"onion, chive blossom",VIP+FoldChange
149416,"blueberry, cranberry",VIP+FoldChange
14943,marigold,VIP+FoldChange
149434,"grape_fermented, cardamom",VIP+FoldChange
149438,ground cherry,VIP+FoldChange
14944,marigold,VIP+FoldChange
149446,rosemary,VIP+FoldChange
149455,rosemary,VIP+FoldChange
149461,"oregano, marjoram",VIP+FoldChange
14947,lime,VIP+FoldChange
149474,dill,VIP+FoldChange
149489,cauliflower,VIP+FoldChange
149492,betel nut leaf,VIP+FoldChange
149521,olive,VIP+FoldChange
149542,apricot,VIP+FoldChange
149547,basil,VIP+FoldChange
149553,basil,VIP+FoldChange
149556,spice,VIP+FoldChange
14959,pine nut,VIP+FoldChange
149596,sumac,VIP+FoldChange
149651,kohlrabi,VIP+FoldChange
149669,walnut,VIP+FoldChange
149670,tomato,VIP+FoldChange
149680,milk_cow,VIP+FoldChange
149707,sumac,VIP+FoldChange
149721,anise,VIP+FoldChange
149727,walnut,VIP+FoldChange
149752,lemon,VIP+FoldChange
149753,lemon,VIP+FoldChange
14979,garlic,VIP+FoldChange
149805,walnut,VIP+FoldChange
14983,persimmon,VIP+FoldChange
149851,cheddar cheese,VIP+FoldChange
14989,lime,VIP+FoldChange
149893,lemon,VIP+FoldChange
149897,lemon,VIP+FoldChange
149905,sweet potato,VIP+FoldChange
149944,shrimp,VIP+FoldChange
149948,"raspberry, apricot",VIP+FoldChange
149955,ginger,VIP+FoldChange
149963,"wheat, sesame seed, apricot",VIP+FoldChange
149972,betel nut,VIP+FoldChange
149991,lemon,VIP+FoldChange
150022,tomato,VIP+FoldChange
150035,"garlic, garlic powder",VIP+FoldChange
150044,rosemary,VIP+FoldChange
150073,turmeric,VIP+FoldChange
150089,lemon,VIP+FoldChange
150096,lemon,VIP+FoldChange
150129,grape_fermented,VIP+FoldChange
150180,"onion, hing powder",VIP+FoldChange
150212,"garlic, chive stem, chive blossom",VIP+FoldChange
150231,ginger,VIP+FoldChange
150242,ginger,VIP+FoldChange
150244,mandarin,VIP+FoldChange
150245,mandarin,VIP+FoldChange
150248,turmeric,VIP+FoldChange
150249,beet,VIP+FoldChange
150274,onion,VIP+FoldChange
150302,sesame seed,VIP+FoldChange
150317,apple,VIP+FoldChange
150343,beet,VIP+FoldChange
150350,sesame seed,VIP+FoldChange
150355,milk_cow,VIP+FoldChange
150368,corn,VIP+FoldChange
150381,"onion, chive blossom",VIP+FoldChange
150403,rice,VIP+FoldChange
150404,"rice, arugula",VIP+FoldChange
150406,rice,VIP+FoldChange
150437,"apple, corn",VIP+FoldChange
15049,marigold,VIP+FoldChange
150508,cheddar cheese,VIP+FoldChange
150514,"apple, corn",VIP+FoldChange
150517,milk_cow,VIP+FoldChange
150519,"raspberry, strawberry",VIP+FoldChange
150557,pepper,VIP+FoldChange
150569,sesame seed,VIP+FoldChange
150574,mandarin,VIP+FoldChange
150581,pea,VIP+FoldChange
150598,guava,VIP+FoldChange
150714,corn,VIP+FoldChange
150715,corn,VIP+FoldChange
150735,pea,VIP+FoldChange
150736,milk_cow,VIP+FoldChange
150737,jicama,VIP+FoldChange
15075,sesame,VIP+FoldChange
15077,garlic powder,VIP+FoldChange
150780,raspberry,VIP+FoldChange
150791,cheddar cheese,VIP+FoldChange
150797,wheat,VIP+FoldChange
15080,cheddar cheese,VIP+FoldChange
150800,mushroom plant,VIP+FoldChange
150805,potato,VIP+FoldChange
150806,jicama,VIP+FoldChange
150833,corn,VIP+FoldChange
150850,"garlic, garlic powder",VIP+FoldChange
150886,corn,VIP+FoldChange
150888,garlic powder,VIP+FoldChange
150894,jicama,VIP+FoldChange
150899,yogurt_cow,VIP+FoldChange
1509,pea,VIP+FoldChange
150903,cheddar cheese,VIP+FoldChange
150912,sesame seed,VIP+FoldChange
150922,"rice, arugula",VIP+FoldChange
150933,mint,VIP+FoldChange
150939,peanut,VIP+FoldChange
150946,sesame seed,VIP+FoldChange
150952,cheddar cheese,VIP+FoldChange
150953,cheddar cheese,VIP+FoldChange
150961,lime,VIP+FoldChange
150978,potato,VIP+FoldChange
150989,sesame seed,VIP+FoldChange
150991,sesame seed,VIP+FoldChange
15100,anise,VIP+FoldChange
151002,watercress,VIP+FoldChange
151004,watercress,VIP+FoldChange
151005,watercress,VIP+FoldChange
151011,watercress,VIP+FoldChange
151014,watercress,VIP+FoldChange
151017,watercress,VIP+FoldChange
15102,anise,VIP+FoldChange
151047,ginger,VIP+FoldChange
151063,sesame seed,VIP+FoldChange
151075,langostino,VIP+FoldChange
151082,ginger,VIP+FoldChange
151083,"lime, lemon, parsley",VIP+FoldChange
151090,"cauliflower, poppy seed",VIP+FoldChange
151104,watercress,VIP+FoldChange
151106,watercress,VIP+FoldChange
151114,watercress,VIP+FoldChange
151115,watercress,VIP+FoldChange
15112,cheddar cheese,VIP+FoldChange
151127,poppy seed,VIP+FoldChange
151140,betel nut,VIP+FoldChange
151173,corn,VIP+FoldChange
151181,potato,VIP+FoldChange
151218,anise,VIP+FoldChange
151226,sage,VIP+FoldChange
151233,ginger,VIP+FoldChange
151237,lavender,VIP+FoldChange
151283,fig,VIP+FoldChange
151288,beet,VIP+FoldChange
151298,ginger,VIP+FoldChange
151307,mint,VIP+FoldChange
151329,garlic powder,VIP+FoldChange
151331,garlic powder,VIP+FoldChange
151357,ginger,VIP+FoldChange
151364,lentil,VIP+FoldChange
151379,curry plant,VIP+FoldChange
151386,"garlic, garlic powder",VIP+FoldChange
151389,walnut,VIP+FoldChange
151393,lavender,VIP+FoldChange
151395,sage,VIP+FoldChange
151396,cilantro,VIP+FoldChange
151406,"garlic, garlic powder",VIP+FoldChange
151417,"walnut, lemon",VIP+FoldChange
151426,pepper,VIP+FoldChange
151437,"chive stem, chive blossom",VIP+FoldChange
151439,"chive stem, chive blossom",VIP+FoldChange
15146,cranberry,VIP+FoldChange
151482,kumquat,VIP+FoldChange
151492,beet,VIP+FoldChange
151529,pepper,VIP+FoldChange
15155,wheat,VIP+FoldChange
151580,onion,VIP+FoldChange
151587,sesame,VIP+FoldChange
151590,betel nut leaf,VIP+FoldChange
151598,mint,VIP+FoldChange
151605,onion,VIP+FoldChange
151608,"hing powder, chive blossom",VIP+FoldChange
151614,ginger,VIP+FoldChange
151647,carrot,VIP+FoldChange
151673,basil,VIP+FoldChange
151681,lentil,VIP+FoldChange
151705,beet,VIP+FoldChange
151712,lemon,VIP+FoldChange
151722,lemon,VIP+FoldChange
151724,betel nut leaf,VIP+FoldChange
151728,ginger,VIP+FoldChange
151740,"spice, ginger",VIP+FoldChange
15177,garlic,VIP+FoldChange
151778,anise,VIP+FoldChange
151782,garlic powder,VIP+FoldChange
151785,"onion, hing powder, chive blossom",VIP+FoldChange
151806,walnut,VIP+FoldChange
151830,squash blossom,VIP+FoldChange
151834,betel nut,VIP+FoldChange
151865,pepper,VIP+FoldChange
151882,"onion, hing powder, chive blossom",VIP+FoldChange
151883,grain_fermented,VIP+FoldChange
151888,"hing powder, chive stem, chive blossom",VIP+FoldChange
151913,wheat,VIP+FoldChange
151917,"cilantro, marigold",VIP+FoldChange
151924,lime,VIP+FoldChange
151955,lemon,VIP+FoldChange
151958,chive blossom,VIP+FoldChange
151961,tomato,VIP+FoldChange
152007,lemon,VIP+FoldChange
152014,yogurt_cow,VIP+FoldChange
152034,tomato,VIP+FoldChange
152041,pepper,VIP+FoldChange
152053,ginger,VIP+FoldChange
152064,"banana, apricot",VIP+FoldChange
15213,trout,VIP+FoldChange
152183,pepper,VIP+FoldChange
152211,raspberry,VIP+FoldChange
152212,raspberry,VIP+FoldChange
152213,raspberry,VIP+FoldChange
152234,"onion, hing powder, chive blossom",VIP+FoldChange
152238,pepper,VIP+FoldChange
152241,radish greens,VIP+FoldChange
152292,apricot,VIP+FoldChange
152293,tomato,VIP+FoldChange
152319,sesame,VIP+FoldChange
152331,raspberry,VIP+FoldChange
152340,shrimp,VIP+FoldChange
15235,wheat,VIP+FoldChange
152355,watercress,VIP+FoldChange
152361,sesame seed,VIP+FoldChange
152364,chive blossom,VIP+FoldChange
152403,pepper,VIP+FoldChange
152412,milk_goat,VIP+FoldChange
152415,tomato,VIP+FoldChange
152421,"onion, chive stem",VIP+FoldChange
152438,tomato,VIP+FoldChange
152451,"turmeric, ginger, poppy seed",VIP+FoldChange
152464,tomato,VIP+FoldChange
152492,pepper,VIP+FoldChange
152493,lettuce,VIP+FoldChange
152501,tomato,VIP+FoldChange
152504,tomato,VIP+FoldChange
152505,tomato,VIP+FoldChange
152518,"onion, chive stem, chive blossom",VIP+FoldChange
152520,avocado,VIP+FoldChange
152524,avocado,VIP+FoldChange
152552,onion,VIP+FoldChange
152562,pepper,VIP+FoldChange
152570,pepper,VIP+FoldChange
152632,lettuce,VIP+FoldChange
152639,bean,VIP+FoldChange
152640,bean,VIP+FoldChange
152652,rosemary,VIP+FoldChange
152657,tomato,VIP+FoldChange
152679,kumquat,VIP+FoldChange
152693,lemon,VIP+FoldChange
152704,ginger,VIP+FoldChange
152761,sage,VIP+FoldChange
152763,corn,VIP+FoldChange
152765,oat,VIP+FoldChange
152780,peanut,VIP+FoldChange
15281,pine nut,VIP+FoldChange
152825,anise,VIP+FoldChange
152827,anise,VIP+FoldChange
152844,"oat, apricot",VIP+FoldChange
152849,peanut,VIP+FoldChange
152856,orange,VIP+FoldChange
152879,lavender,VIP+FoldChange
152886,tomato,VIP+FoldChange
152982,"sage, mint",VIP+FoldChange
153001,lime,VIP+FoldChange
153035,potato,VIP+FoldChange
15304,grape_fermented,VIP+FoldChange
153043,sage,VIP+FoldChange
153084,lime,VIP+FoldChange
153096,milk_cow,VIP+FoldChange
153098,"chive stem, chive blossom",VIP+FoldChange
153104,pepper,VIP+FoldChange
153105,bean,VIP+FoldChange
153114,pepper,VIP+FoldChange
153117,sage,VIP+FoldChange
153128,mint,VIP+FoldChange
153138,corn,VIP+FoldChange
15315,trout,VIP+FoldChange
153176,jicama,VIP+FoldChange
153179,"oat, yogurt_cow",VIP+FoldChange
153205,sage,VIP+FoldChange
153210,sesame seed,VIP+FoldChange
153223,cilantro,VIP+FoldChange
153236,ginger,VIP+FoldChange
153240,pear,VIP+FoldChange
153254,spice,VIP+FoldChange
153255,spice,VIP+FoldChange
153258,spice,VIP+FoldChange
153265,langostino,VIP+FoldChange
153306,rosemary,VIP+FoldChange
153314,ginger,VIP+FoldChange
153316,ginger,VIP+FoldChange
153330,lemon,VIP+FoldChange
153414,cilantro,VIP+FoldChange
153434,ground cherry,VIP+FoldChange
153435,ground cherry,VIP+FoldChange
153437,ground cherry,VIP+FoldChange
153438,ginger,VIP+FoldChange
153439,ground cherry,VIP+FoldChange
153446,cilantro,VIP+FoldChange
153456,cilantro,VIP+FoldChange
153463,"betel nut leaf, ginger",VIP+FoldChange
153464,ginger,VIP+FoldChange
153466,betel nut leaf,VIP+FoldChange
153488,corn,VIP+FoldChange
153492,"broccoli, cauliflower, brussel sprout",VIP+FoldChange
153501,"onion, chive stem, chive blossom",VIP+FoldChange
153512,ginger,VIP+FoldChange
153514,ginger,VIP+FoldChange
153516,garlic powder,VIP+FoldChange
153544,parsley,VIP+FoldChange
153552,pea,VIP+FoldChange
153560,basil,VIP+FoldChange
153603,cilantro,VIP+FoldChange
153654,lemon balm,VIP+FoldChange
153656,jicama,VIP+FoldChange
153657,dill,VIP+FoldChange
153660,wheat,VIP+FoldChange
153672,ginger,VIP+FoldChange
153676,egg_chicken,VIP+FoldChange
153694,cilantro,VIP+FoldChange
153732,blueberry,VIP+FoldChange
153744,ground cherry,VIP+FoldChange
153777,pepper,VIP+FoldChange
153780,olive,VIP+FoldChange
153783,corn,VIP+FoldChange
153800,squash blossom,VIP+FoldChange
153828,Spenach,VIP+FoldChange
153829,corn,VIP+FoldChange
153869,ground cherry,VIP+FoldChange
153874,milk_cow,VIP+FoldChange
153890,ginger,VIP+FoldChange
153896,peanut,VIP+FoldChange
153897,betel nut,VIP+FoldChange
153902,"oat, eggplant, chive stem",VIP+FoldChange
153925,garlic powder,VIP+FoldChange
153954,ground cherry,VIP+FoldChange
153957,garlic,VIP+FoldChange
153964,basil,VIP+FoldChange
153999,"celery, olive",VIP+FoldChange
154013,lavender,VIP+FoldChange
154016,lavender,VIP+FoldChange
154031,raspberry,VIP+FoldChange
154037,rice,VIP+FoldChange
154060,milk_cow,VIP+FoldChange
154066,cheddar cheese,VIP+FoldChange
154096,sesame,VIP+FoldChange
154100,mushroom,VIP+FoldChange
154102,mushroom,VIP+FoldChange
154123,tomato,VIP+FoldChange
154126,spice,VIP+FoldChange
15414,lentil,VIP+FoldChange
154143,"oat, chive stem, chive blossom",VIP+FoldChange
154155,kumquat,VIP+FoldChange
15416,"garlic, garlic powder",VIP+FoldChange
154187,wheat,VIP+FoldChange
154188,squash,VIP+FoldChange
154192,marigold,VIP+FoldChange
154196,betel nut,VIP+FoldChange
154202,pomelo,VIP+FoldChange
154210,oat,VIP+FoldChange
154216,"celery, borage flower, borage leaf, dill flower, dill",VIP+FoldChange
154225,olive,VIP+FoldChange
154247,"oat, eggplant, chive stem",VIP+FoldChange
154254,turmeric,VIP+FoldChange
154262,pepper,VIP+FoldChange
154277,arugula,VIP+FoldChange
154312,turmeric,VIP+FoldChange
154338,pepper,VIP+FoldChange
154374,garlic powder,VIP+FoldChange
154409,"eggplant, chive stem, chive blossom",VIP+FoldChange
154459,"oat, eggplant, chive stem",VIP+FoldChange
154462,"banana, avocado",VIP+FoldChange
154475,betel nut leaf,VIP+FoldChange
154486,"broccoli, spice",VIP+FoldChange
154505,garlic,VIP+FoldChange
154515,grapefruit,VIP+FoldChange
154517,watercress,VIP+FoldChange
154529,pea,VIP+FoldChange
15455,cheddar cheese,VIP+FoldChange
154552,lavender,VIP+FoldChange
154557,carrot,VIP+FoldChange
15457,cheddar cheese,VIP+FoldChange
154617,onion,VIP+FoldChange
154671,"raspberry, basil",VIP+FoldChange
154681,"rice, arugula",VIP+FoldChange
154682,"rice, arugula",VIP+FoldChange
154723,eggplant,VIP+FoldChange
154724,eggplant,VIP+FoldChange
154749,dill flower,VIP+FoldChange
15475,walnut,VIP+FoldChange
154755,wheat,VIP+FoldChange
154756,kumquat,VIP+FoldChange
154776,"poppy seed, squash blossom",VIP+FoldChange
154822,pepper,VIP+FoldChange
