row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NIST_Omnivore1_1.mzML Peak area,NIST_Omnivore1_2.mzML Peak area,NIST_Omnivore1_3.mzML Peak area,NIST_Omnivore2_1.mzML Peak area,NIST_Omnivore2_2.mzML Peak area,NIST_Omnivore2_3.mzML Peak area,NIST_Vegan1_1.mzML Peak area,NIST_Vegan1_2.mzML Peak area,NIST_Vegan1_3.mzML Peak area,NIST_Vegan2_1.mzML Peak area,NIST_Vegan2_2.mzML Peak area,NIST_Vegan2_3.mzML Peak area,NIST_blank_1.mzML Peak area,NIST_blank_2.mzML Peak area,NIST_blank_3.mzML Peak area,Poolmix_1.mzML Peak area,Poolmix_2.mzML Peak area,Poolmix_3.mzML Peak area,QCmix_1.mzML Peak area,QCmix_2.mzML Peak area,QCmix_3.mzML Peak area,blank_1.mzML Peak area,blank_2.mzML Peak area,blank_3.mzML Peak area,blank_4.mzML Peak area,blank_5.mzML Peak area,blank_6.mzML Peak area
5674,597.2349649,3.1518693,,,,32,,,,,,,1619.3616,5272.051,2643.7026,1345.2168,2078.5205,1939.1055,77399.05,70823.79,77389.97,78676.37,71973.74,69952.03,0,0,0,33045.473,30392.545,35205.824,0,0,0,0,0,0,0,0,0
5733,228.1226663,3.1526678,,,,32,,,,,,,51979.21,49347.125,49195.297,51959.566,48872.5,48838.99,13176.945,13344.51,12645.759,15274.693,14308.382,16387.479,44.850853,28.373379,95.61532,19600.264,36366.035,36029.75,41.77008,61.374825,43.617737,107.44899,32.184093,78.59329,41.29391,53.24453,35.544186
5701,263.1023323,3.155217,,,,32,,,,,,,40858.83,37000.754,38678.426,40701.805,41518.016,40768.95,22177.81,22395.094,22024.572,27230.379,26045.904,28236.396,0,0,0,33731.742,32681.268,29422.654,0,0,0,0,0,0,0,0,0
5754,280.153585,3.1601863,,,,32,,,,,,,73663.06,72681.164,73554.07,73679.19,73251.73,70938.49,23724.094,23834.373,27225.984,28499.201,26857.418,5912.449,0,0,0,31673.05,36032.543,33289.605,0,0,0,0,0,0,0,0,0
5709,515.3193471,3.160348,,,,,,,,,,,30872.033,30421.18,32020.967,31122.854,35333.633,33291.395,17261.895,17824.13,17396.416,33822.92,32608.684,32976.746,0,0,0,29817.213,32240.2,30665.943,0,0,0,0,0,0,0,0,0
5728,277.1181299,3.1629364,,,,32,,,,,,,20966.822,26472.842,23576.197,25184.098,19831.447,21570.557,36546.76,40132.57,37900.95,52335.016,48258.79,49689.023,0,0,0,36327.938,36676.785,34446.344,0,0,0,0,0,0,0,0,0
5734,243.133803,3.1642127,,,,32,,,,,,,98144.42,98442.57,96541.06,103304.445,90040.97,99597.086,18230,20567.006,18041.332,25484.217,26439.918,25585.861,0,0,0,62423.93,56794.848,57357.96,0,0,0,0,0,0,0,0,0
5692,360.2128871,3.16454,,,,32,,,,,,,12290.259,20725.088,18081.385,13768.26,10525.991,13541.158,44922.137,48512.55,61948.453,81571.125,73490.734,78072.516,0,0,0,42417.6,38284.953,43136.58,0,0,0,0,0,0,0,0,0
5738,319.1650223,3.1693738,,,,32,,,,,,,92041.67,89887.53,85566.64,102108.4,101002.62,99565.08,38117.492,52712.49,39062.01,67744.73,64442.117,64917.81,0,0,0,83097.57,75439.06,77603.72,0,0,0,0,0,0,0,0,0
5737,309.1732166,3.1702025,,,,,,,,,,,284597.88,291662.75,268671.2,236265.62,232459.55,256909.94,1141.2656,0,1331.6769,0,0,0,0,0,0,143421.02,129637.66,129261.95,0,0,0,0,0,0,0,0,0
5748,768.3491377,3.1745183,,,,,,,,,,,150913.17,163447.64,159811.33,161004.81,152182.75,160144.58,74200.61,14346.746,74970.445,81556.46,75433.97,79516.86,0,0,0,123969.45,128972.47,116463.15,0,0,0,0,0,0,0,0,0
5753,291.1687322,3.1770751,,,,32,,,,,,,37769.742,35367.707,39572.656,42126.79,39409.53,41129.72,8234.8955,8520.348,7393.0986,11144.993,10414.24,10674.009,0,0,0,26005.764,23149.736,26227.438,0,0,0,0,0,0,0,0,0
5759,294.1324869,3.1774414,,,,,,,,,,,2509.9417,11640.231,7952.8257,9422.673,10093.254,6972.545,64728.184,65721.11,61130.805,98342.19,90040.266,90752.11,0,0,0,42832.42,42423.08,39400.504,0,0,0,0,0,0,0,0,0
5763,279.1703796,3.178549,,,,32,,,,,,,123336.305,119193.09,120397.24,116125.66,122014.8,119901.836,34080.305,35589.28,37440.39,42266.652,41823.418,41217.035,0,0,0,89620,84328.15,81864.05,0,0,0,0,0,0,0,0,0
5749,327.1010198,3.1787057,,,,32,,,,,,,86811.78,85951,90511.54,84794.05,83819.22,86554.31,13040.441,15848.333,16451.549,21346.03,21646.254,23158.436,0,0,0,61006.54,53592.684,55792.01,0,0,0,0,0,0,0,0,0
5750,243.1699387,3.1814804,,,,,,,,,,,3609.8716,3457.3499,4024.769,5361.8555,3686.7607,3605.2144,107446.95,114484.91,108751.18,136762.38,130862.44,132699.88,0,0,0,77569.234,69167.375,64092.16,0,0,0,0,0,0,0,0,0
5784,238.1068835,3.182626,,,,,,,,,,,68172.37,65826.8,64290.24,63641.727,65373.156,67929.08,50465.445,55586.277,52208.06,55533.23,62924.844,60998.746,34.775623,0,0,62327.062,65009.812,58977.383,0,0,0,0,0,0,0,0,0
5768,250.1546328,3.1829329,,,,25,,,,,,,10842.322,9288.891,9075.999,7846.419,7328.5396,8132.4,41364.918,45120.36,42110.426,48249.42,50961.21,50531.176,0,0,0,27138.924,26279.88,27857.844,0,0,0,0,0,0,0,0,0
5755,296.2140579,3.1870668,,,,,,,,,,,174045.75,173496.22,176962.28,165012.55,165575.73,159083.73,0,0,0,0,0,0,0,0,0,98766,93093.68,87598.07,0,0,0,0,0,0,0,0,0
5774,602.3143,3.1898694,,,,,,,,,,,60354.43,65081.91,64767.027,67490.37,59444.59,69227.84,59783.023,57907.848,59134.266,96981.336,93478.71,102100.08,0,0,0,74178.836,77038.45,63999.574,0,0,0,0,0,0,0,0,0
5805,291.1348396,3.1918242,,,,32,,,,,,,15395.039,5034.1436,3369.6187,6217.609,6760.5117,5861.5967,44457.484,40136.777,45669.2,52932.895,51620.37,52916.562,0,0,0,31148.287,27413.799,24997.012,0,0,0,0,0,0,0,0,0
5718,267.120248,3.1936595,,,,32,,,,,,,85589.586,82539.35,104253.14,75534.92,69028.72,76184.83,33469.1,34035.586,32541.764,39215.223,35174.793,35572.453,7933.667,15968.038,5608.973,39818.31,62228.816,57420.95,10503.243,15229.857,14121.551,8619.105,9883.785,3201.7551,14419.854,7583.383,2406.4424
5793,184.0967209,3.196963,,,,32,,,,,,,75520.49,73988.055,75802.97,67896.625,75940.33,66419.49,40304.68,40488.98,46121.684,41607.684,49230.375,45188.72,56.23495,20.229397,0,53963.39,60475.48,67871.15,0,59.174847,31.285084,23.826422,21.269018,50.922974,0,29.216316,50.386246
5764,263.1387555,3.1983678,,,,32,,,,,,,65449.29,252883.34,309645.22,221300.48,225730.4,106087.484,362566.62,161036.39,356155.97,353786.53,205579,330778.25,0,0,0,263665.62,128152.02,100918.34,0,0,0,0,0,0,0,0,0
5819,148.1119692,3.2066736,,,,32,242,[M+H]+,,2,5810;5819,147.1047,24097.36,21445.883,23920.367,24696.055,27066.873,23041.102,68549.17,67469.55,67794.73,69419.85,66922.42,66841.73,0,0,0,48085.598,46066.11,44032.88,0,0,0,0,0,0,0,0,0
5810,165.1385362,3.2066736,,,,32,242,[M+NH4]+,,2,5819;5810,147.1047,42760.82,41838.418,42079.12,44236.395,47379.793,41519.324,109033.25,110276.89,119903.05,119882.29,116208.586,111280.055,0,0,0,84929.53,78764.805,71891.055,0,0,0,0,0,0,0,0,0
5836,366.2021722,3.2090795,,,,32,,,,,,,25172.828,23318.012,24815.15,32973.082,25904.656,30460.18,34614.152,31148.988,37513.83,45463.51,20993.604,43044.453,0,0,0,40446.89,36463.094,31876.564,0,0,0,0,0,0,0,0,0
5839,292.1647899,3.209871,,,,,,,,,,,57280.273,57093.414,57085.63,56325.297,56100.457,56893.58,0,3597.979,7625.786,9587.914,3553.6096,8912.849,0,0,0,33857.863,32441.742,32780.93,0,0,0,0,0,0,0,0,0
5844,304.1647265,3.2117753,,,,32,,,,,,,43058.906,41687.426,46657.133,54760.53,51364.15,52912.42,50519.953,53701.12,55341.027,63152.332,59538.125,64062.508,0,0,0,55639.51,53937.355,46658.035,0,0,0,0,0,0,0,0,0
5865,231.1134169,3.212486,,,,32,,,,,,,168462.45,170056.88,176084.23,185449.53,179842.72,182938.03,80041.13,66476.984,71752.7,73998.31,66282.914,69241.484,47.258453,37.60462,45.28099,135166,130331.48,128847.18,101.63245,95.96483,467.50858,38.320374,35.980698,102.20909,95.0234,51.06929,149.6713
5843,332.18297,3.2181783,,,,32,,,,,,,4762.7783,9258.449,9534.934,11288.986,5011.6084,10974.548,157153.4,162097.02,156426,107774.484,113488.86,111052.24,0,0,0,61951.12,56696.535,61862.742,0,0,0,0,0,0,0,0,0
5857,204.1229593,3.2193725,,,,,,,,,,,855656.4,857143.5,864231.2,126047.13,123918.69,125074.516,142174.31,71884.04,124836.914,84655.31,145954.81,786396.75,577808.6,654646.3,579664.7,128909.16,123108.45,126649.125,156708.05,650043.44,581482.7,613419.2,577410.7,595379.8,581617.5,636520.94,605943.6
5866,327.1902023,3.222926,,,,32,,,,,,,78100.53,72992.53,77445.81,75736.46,71856.88,75222.34,29331.688,29098.15,30003.49,36286.777,33701.258,36436.668,0,0,0,58194.848,55562.41,60338.516,0,0,0,0,0,0,0,0,0
5864,285.1805977,3.222936,,,,32,,,,,,,39498.367,36274.574,40569.996,33199.703,37562.453,38993.83,21008.4,21911.322,19944.049,24475.688,24858.383,31922.12,0,0,0,36382.04,30948.297,35339.2,0,0,0,0,0,0,0,0,0
5853,310.2006377,3.224384,,,,32,,,,,,,53656.46,51402.277,46650.156,49109.434,7723.747,48445.44,1.40E+07,1.43E+07,1.45E+07,1.41E+07,1.41E+07,1.34E+07,0,0,0,8695384,7623355,7702631,0,0,0,0,0,0,0,0,0
5860,254.1380611,3.2245076,,,,32,,,,,,,10288.481,13609.74,15383.242,28286.432,15456.149,10559.356,61058.035,65812.14,63211.594,60545.047,60444.066,52228.95,0,0,0,41284.156,38045.59,39168.613,0,0,0,0,0,0,0,0,0
5908,312.1635236,3.2252629,,,,,,,,,,,194247.77,193981.5,192353.06,220092.9,220160.62,215675.3,14136.49,12765.478,14191.803,28948.08,25662.66,28946.94,29.349312,69.46777,38.460804,119630.05,109974.93,110894.97,31.086523,23.211306,49.507343,0,0,0,0,0,0
5927,311.2042035,3.2284205,,,,,,,,,,,3752.3713,0,0,0,0,2509.065,63890.12,2653289,2700650.8,2603884.5,2677294.8,2583732.8,0,0,0,1586879,1428963.9,1447613.4,0,0,0,0,0,0,0,0,0
5878,225.1230542,3.2286692,,,,32,,,,,,,69701.58,70219.66,71427.95,65121.574,64493.473,73352.62,32185.984,30924.65,31415.21,33725.508,33370.375,40361.11,0,0,0,49977.99,45835.215,51129.65,0,0,0,0,0,0,0,0,0
5880,360.2127557,3.2286692,,,,32,,,,,,,20117.29,21792.412,43156.87,20650.592,33615.7,35757.23,80160.51,76147.88,122891.32,118587.484,116670.914,111736.875,0,0,0,65193.91,69406.9,59829.367,0,0,0,0,0,0,0,0,0
5867,331.2224609,3.2297587,,,,,,,,,,,42451.58,42894.06,43095.92,43747.414,46532.773,44061.03,0,0,0,0,0,0,41.796722,49.563427,36.994995,17288.963,19221.738,17569.803,24.420183,27.438019,30.327583,0,0,0,0,0,0
5874,357.2013082,3.2314827,,,,,,,,,,,26608.186,25984.725,25398.91,26663.79,24015.768,25566.373,0,0,0,0,1140.5225,0,0,0,0,11457.639,10822.311,12456.736,0,0,0,0,0,0,0,0,0
5888,281.1488263,3.232245,,,,32,,,,,,,94956.34,90098.46,89182.4,91202.234,92991.836,88352.555,23344.598,27918.598,21871.133,33333.33,35565.953,27956.262,0,0,0,61998.06,57989.81,57229.977,0,0,0,0,0,0,0,0,0
5892,328.2228121,3.2360904,,,,32,,,,,,,45079.098,43251.566,41524.414,49447.777,48797.973,59082.08,61283.363,67583.39,67846.23,91237.305,89804.586,88993.11,0,0,0,67278.93,65699.37,61159.477,0,0,0,0,0,0,0,0,0
5872,349.1756315,3.237329,,,,,,,,,,,54564.332,67155.05,37089.426,32484.998,61183.6,31714.072,15363.806,26403.244,22523.617,19727.55,19963.568,36641.78,0,0,0,28922.152,22841.676,20194.783,0,0,0,0,0,0,0,0,0
5895,513.3030032,3.24422,,,,,,,,,,,3278.1353,4588.0996,3045.776,3554.7136,4838.5146,5193.588,32803.16,33110.742,40835.766,122221.695,121102.88,55169.977,0,0,0,24809.383,54655.18,28099.771,0,0,0,0,0,0,0,0,0
5910,312.1800677,3.247075,,,,32,,,,,,,0,0,0,0,0,0,59461.973,55441.56,58357.58,74029.94,73244.414,71053.72,0,0,0,38932.83,34518.28,30862.611,0,0,0,0,0,0,0,0,0
5903,311.1599044,3.2471101,,,,32,,,,,,,1177863.6,1139055.1,1177944.8,1314704.5,1313168.2,1299833.4,90653.44,110254.97,87035.01,204926.92,183960.02,213385.75,0,0,0,730173.6,696529.7,640849.44,0,0,0,0,0,0,0,0,0
5906,578.2902923,3.2471101,,,,32,,,,,,,38550.586,39788.43,39994.145,38309.527,36600.664,38818.21,16260.213,15114.522,15659.266,32586.818,29459.27,22281.414,0,0,0,34232.258,32803.58,29134.904,0,0,0,0,0,0,0,0,0
5913,313.1618833,3.2503955,,,,32,,,,,,,88627.85,87781.125,86548.41,95198.625,88442.65,85580.92,16092.517,16757.736,17551.148,23464.816,23359.41,20142.592,626.4043,728.5696,399.95996,37489.71,40101.664,37739.094,654.47565,1325.4773,487.70108,943.9531,313.0576,997.06146,1160.0786,298.8562,1238.4755
5915,266.1747436,3.2508988,,,,32,,,,,,,41403.223,42198.254,44284.83,41937.242,41144.004,41449.324,93387.86,89143.766,96668.25,114989.11,119926.32,112039.23,0,0,0,74554.37,75591.74,68921.36,0,0,0,0,0,0,0,0,0
5876,344.2275574,3.2511625,,,,32,,,,,,,42929.234,901679.6,903293.06,879998.44,913749.5,46147.035,415398.84,405415.2,413836.25,444829.38,474337.16,449752.03,67838.67,68473.125,70015.7,766988.8,767235.7,720912.75,67096.92,74844.125,73798.63,56134.273,57023.72,104820.8,55945.35,81263.57,66270.9
5920,592.279651,3.2559624,,,,32,,,,,,,16113.978,18819.514,14744.136,19720.764,18255.547,16113.236,219433,223904.75,224174.88,266713.16,250712.73,217669.58,0,0,0,145709.39,115371.484,106399.766,0,0,0,0,0,0,0,0,0
5930,597.2349577,3.2597466,,,,32,,,,,,,9762.672,7721.2734,4184.1777,6659.1694,8544.121,3763.836,242462.16,253365.45,252032.36,238070.39,229041.3,231416.39,0,0,0,121581.94,117633.29,113934.305,0,0,0,0,0,0,0,0,0
5929,535.2854809,3.2622957,,,,32,,,,,,,2104.3691,1595.8313,3288.9019,2522.5674,4154.7524,4557.692,21460.84,19810.627,24946.734,52168.32,57398.4,52461.33,0,0,0,30031.447,29638.238,29152.012,0,0,0,0,0,0,0,0,0
5936,270.1333742,3.2635868,,,,32,243,[M+H]+,,2,5932;5936,269.1265,25929.84,38310.973,47729.96,27387.746,46950.906,27865.02,13853.012,16309.586,15269.247,20045.611,18035.707,18096.361,0,0,0,22693.514,21743.383,20161.41,0,0,0,0,0,0,0,0,0
5933,297.1806496,3.2635868,,,,32,,,,,,,574894.75,588378.06,571065.7,602328.8,608638.1,596454.3,173135.4,170139.38,178595.38,267890.94,265490.72,248874.14,0,0,0,420050.9,418345.5,380000.34,0,0,0,0,0,0,0,0,0
5932,292.1161105,3.2637696,,,,32,243,[M+Na]+,,2,5932;5936,269.1265,17817.367,19962.984,29204.29,22887.605,19352.244,21098.174,8823.715,10680.631,10593.824,11970.8125,14955.099,11337.467,0,0,0,13217.274,15276.282,9849.309,0,0,0,0,0,0,0,0,0
5943,371.2650634,3.266447,,,,,,,,,,,46457.074,43702.33,44306.594,44395.707,45291.87,46147.83,0,0,0,0,0,0,0,0,0,21978.963,24173.137,22239.658,0,0,0,0,0,0,0,0,0
5931,180.101774,3.2665982,,,,32,,,,,,,333441.2,330246.28,332402.8,335198.28,341095.1,349373.03,101360.016,98061.35,107201.07,146635.55,146158.5,147088.31,59.787918,29.245708,100.48654,241827.16,235620.7,214654.67,46.738674,34.368412,64.82057,34.14064,44.683983,58.31027,65.59226,145.68835,81.14712
5934,278.1491332,3.2667136,,,,,,,,,,,0,0,1792.3821,1516.1948,1333.71,1827.4186,91967.31,96909.7,95425.64,106130.234,104988.71,95496.29,0,0,0,51620.684,51665.125,45137.63,0,0,0,0,0,0,0,0,0
5953,378.1179377,3.2723954,,,,32,,,,,,,62657.293,67273.086,65118.508,78922.44,80001.234,72647.97,9799.672,9055.254,8032.0283,16138.798,14506.874,13919.308,0,0,0,38574.844,44357.188,42391.094,0,0,0,0,0,0,0,0,0
5964,305.1518863,3.276799,,,,,,,,,,,39357.656,37110.09,43918.035,43067.1,44421.223,49362.33,35327.492,36589.367,35647.6,48368.71,49467.98,48605.086,0,0,0,52808.1,49095.465,45630.164,0,0,0,0,0,0,0,0,0
5970,228.1226816,3.2845063,,,,32,244,[M+Na]+,,2,5975;5970,205.13351,27072.867,23133.709,24074.414,19378.049,24692.334,33185.996,14856.613,13865.515,16531.238,20325.957,16749.703,18795.885,44.850853,28.373379,28.304924,18798.336,20176.629,17761.324,57.63137,72.492325,144.02902,34.875786,20.63104,21.414455,34.26679,28.178053,40.10717
5975,244.0967181,3.2867355,,,,32,244,[M+K]+,,2,5975;5970,205.13351,146597.77,151588.8,155392.67,155283.39,150172.86,156948.83,63344.95,66067.22,65409.062,74249.57,76135.9,71938.766,0,0,0,117308.49,116726.77,104650.87,0,0,0,0,0,0,0,0,0
5973,352.1870167,3.2880266,,,,,,,,,,,25677.139,25351.725,26428.113,32418.527,34826.582,33272.945,68847.484,43641.566,38672.445,101623.09,94345.016,68293.016,0,0,0,43547.51,46740.285,42548.27,0,0,0,0,0,0,0,0,0
5971,363.1620377,3.2893138,,,,,,,,,,,30496.494,36280.445,33182.477,36407.164,37979.88,39094.367,4038.3584,4683.431,3325.371,5702.589,3963.8352,5824.3296,0,0,0,17645.61,22912.143,16644.87,0,0,0,0,0,0,0,0,0
5996,252.1220993,3.2910717,,,,32,,,,,,,35576.83,15694.117,20281.451,19964.215,41101.848,23065.965,35374.59,39137.2,37917.742,45979.49,44146.93,42690.867,0,0,0,34827.36,40475.266,33590.766,0,0,0,0,0,0,0,0,0
5992,269.1494892,3.2918923,,,,32,,,,,,,88203.39,87504.81,78537.97,77092.88,77443.55,89217.56,20355.24,21863.432,20509.732,26340.3,24916.254,28164.025,0,0,0,61113.445,63026.508,61187.83,0,0,0,0,0,0,0,0,0
5987,367.1498521,3.2931814,,,,,,,,,,,22031.977,20126.902,22108.668,21851.195,27718.432,25046.922,8674.72,6976.927,6952.156,11477.436,10390.403,11629.326,0,0,0,16246.461,14962.425,16743.285,0,0,0,0,0,0,0,0,0
5989,460.2765277,3.2931814,,,,32,,,,,,,50928.234,53583.41,50381.168,59996.55,59203.523,55973.566,24320.906,22980.383,21569.102,34510.453,33156.06,33988.805,0,0,0,40097.07,44088.61,42042.05,0,0,0,0,0,0,0,0,0
6009,308.1110068,3.2983081,,,,32,245,[M+Na]+,,2,6009;6029,285.12145,31620.889,53223.293,27182.775,28807.764,28118.434,33150.12,11919.2,9661.189,11684.863,16517.545,12478.348,14487.563,0,0,0,19968.918,18408.016,23191.854,0,0,0,0,0,0,0,0,0
6013,362.2079902,3.2999048,,,,32,,,,,,,50247.117,71203.45,49895.617,69954.08,75457.336,71953.195,103661.805,102239.195,97147.945,119241.875,111411.89,111217.766,0,0,0,95011.945,94427.11,90025.016,0,0,0,0,0,0,0,0,0
6029,286.1283831,3.3008924,,,,32,245,[M+H]+,,2,6009;6029,285.12145,37282.26,25877.525,22360.508,25559.29,15104.603,17832.045,11706.354,6939.326,7051.9,11320.001,6822.7505,10652.652,0,0,0,16233.6875,13524.708,17437.914,0,0,0,0,0,0,0,0,0
6020,330.2385111,3.302177,,,,32,246,[M+H]+,,2,6020;6018,329.23118,100176.68,105216.28,100938.055,117921.86,124604.14,119581.44,202873.69,196388.8,199395.08,254167.23,239829.3,243767.56,0,0,0,175245.36,171323.25,171369.81,0,0,0,0,0,0,0,0,0
6018,352.2203354,3.302177,,,,32,246,[M+Na]+,,2,6020;6018,329.23118,47717.34,50527.98,47133.4,50630.074,56097.84,55596.05,78628.69,73699.72,78369.56,106646.74,107848.53,105190.74,0,0,0,83116.58,79419.016,75844.305,0,0,0,0,0,0,0,0,0
6023,329.1493209,3.3021834,,,,32,,,,,,,69406.91,64535.73,66947.914,81047.13,80027.414,80301.695,63002.28,60953.363,60680.7,90474.09,89120.484,87504.21,0,0,0,79135.89,74159.51,71548.734,0,0,0,0,0,0,0,0,0
6030,229.0969789,3.3034704,,,,32,,,,,,,108619.51,110755.484,105432.85,111595.7,106710.2,113352.7,53280.49,51774.88,54751.934,62907.152,58511.863,55495.203,0,0,0,85052.02,80954.42,83723.8,0,0,0,0,0,0,0,0,0
6006,358.2068063,3.3061006,,,,32,,,,,,,384411.28,388753.12,393023.5,385973.2,371934.3,398602.84,75406.984,78637.85,78034.24,85656.85,80513.73,84437.01,5720.9233,9965.21,10520.374,237923.08,242863.77,239567.44,9643.656,9421.159,6058.087,4645.3013,6232.1025,4378.603,4186.8184,3915.0173,5270.1377
6036,324.1780006,3.3096266,,,,,,,,,,,62211.645,68611.44,57206.383,50017.895,59750.312,51963.273,0,0,0,0,0,0,0,0,0,31486.846,28876.791,30161.506,0,0,0,0,0,0,0,0,0
6042,474.2596916,3.3099298,,,,32,,,,,,,33624.355,34406.06,35722.395,30986.273,36692.6,31466.062,79782.516,79133.64,79538.695,79790.73,69362.45,78573.37,0,0,0,61197.598,54833.867,55512.316,0,0,0,0,0,0,0,0,0
6112,174.1124403,3.3127687,,,,32,,,,,,,95657,102379.18,95904.29,77046.21,99383.96,81834.7,86360.73,45986.375,50342.324,53251.527,51331.855,54630.35,28006.645,27699.111,28482.238,108286.42,89470.76,100106.945,28820.621,28064.104,22444.295,29758.875,23979.447,27698.957,27514.879,27850.145,28661.264
6057,210.1121644,3.3146102,,,,32,,,,,,,87006.17,94382.75,92642.74,88068.125,91475.49,92330.04,42101.99,41573.953,42290.695,46465.91,46093.492,46944.156,938.3115,858.6029,1015.70746,53017.58,61295.637,75172.8,378.6726,1258.0724,2848.1692,440.32587,1609.2295,1074.6183,1435.6998,671.49854,497.95276
6149,305.1491373,3.3180506,,,,,,,,,,,10133.9,10607.436,12110.588,10937.008,28076.58,18331.312,8405.977,5836.359,2390.3162,7375.873,9129.555,5553.9277,0,0,0,4014.9775,10168.056,12315.537,0,0,0,0,0,0,0,0,0
6065,373.2444684,3.320247,,,,32,247,[M+H]+,,2,6063;6065,372.23712,25905.006,27615.002,25252.975,38052.086,36599.703,38459.496,39494.06,39402.33,36522.35,58156.125,58038.375,57647.637,0,0,0,43831.133,40689.555,40887.12,0,0,0,0,0,0,0,0,0
6063,395.2262621,3.320247,,,,32,247,[M+Na]+,,2,6063;6065,372.23712,13597.764,15891.535,12499.205,17895.092,18047.45,18508.9,17396.453,16583.283,15826.528,27847.178,24104.463,24926.66,0,0,0,21455.777,20090.396,20329.828,0,0,0,0,0,0,0,0,0
6074,276.1223546,3.3215353,,,,32,,,,,,,62703.67,66100.445,68967.37,59212.73,60692.94,46664.344,8012.374,8170.652,7399.0645,8691.391,7184.1675,8078.6665,0,0,0,21475.33,31179.068,24977.145,0,0,0,0,0,0,0,0,0
6068,309.1806634,3.3215458,,,,32,,,,,,,457998.12,462321.16,457728.72,492500.56,487514.78,492893.88,289923.72,298353.06,300337.38,405577.2,411942.1,407922.25,0,0,0,424686.25,389386.44,408144.4,0,0,0,0,0,0,0,0,0
6108,403.2729717,3.3396304,,,,,,,,,,,8263.765,8310.336,9103.827,8710.661,7086.9634,6624.5586,29630.096,31149.17,28233.91,18896.371,20720.914,18895.87,0,0,0,16645.92,16938.498,17665.87,0,0,0,0,0,0,0,0,0
6116,138.0548952,3.3420458,,,,32,,,,,,,22791.125,21970.998,22967.129,26399.217,25023.943,27155.521,37044.25,38014.445,37074.03,50219.832,50653.605,47303.035,41.32894,34.26297,40.33445,34931.3,33493.043,28810.988,71.21596,55.312954,67.42735,28.28638,28.84441,24.237652,27.633905,68.580185,93.115036
6129,321.1808146,3.3448138,,,,32,,,,,,,54235.645,59013.957,55303.75,44475.707,56847.895,55576.938,26318.904,29899.521,28461.287,39326.797,39220.383,38028.062,0,0,0,42562.074,42250.863,41283.14,0,0,0,0,0,0,0,0,0
6134,342.2387568,3.3460915,,,,32,,,,,,,53800.695,40796.28,39836.35,39327.945,48655.926,36446.24,143903.11,138131.1,144587.17,173842.36,171580.7,169620.55,0,0,0,107051.32,120352.81,97538.586,0,0,0,0,0,0,0,0,0
6085,188.1280507,3.3512037,,,,32,,,,,,,195852.2,199868.8,246946.45,210542.19,217151.12,198547.25,190877.86,180370.84,190866.08,172273.06,173090.88,169746.95,126784.29,128075.414,127106.41,243559.53,187033.97,190220.88,128355.89,124878.02,128431.17,138962.9,133486.17,131527.38,131599.36,134613.34,136681.28
6147,297.1282921,3.3566682,,,,32,,,,,,,35848.34,35174.504,33976.883,42502.5,46440.34,44902.7,31180.514,31059.604,32851.402,47139.98,50586.36,47827.617,0,98.614296,109.34942,41717.027,38965.91,38793.406,0,245.91379,315.3755,141.87941,0,0,90.580864,0,182.22992
6191,154.0862691,3.3611376,,,,32,,,,,,,29676.906,33169.598,31057.47,28297.48,26432.256,26907.959,22046.479,22492.408,24443.05,20574.557,19079.178,21391.396,29.903286,0,21.325195,24648.398,21816.951,21436.592,48.477364,59.697052,109.003815,24.996864,23.381767,21.124628,22.904305,25.98507,33.66762
6161,279.1702927,3.3630068,,,,32,,,,,,,157421.45,155826.03,162580.7,199874.58,207605,195212.86,204031.14,194549.89,197758.22,274313.28,275796.9,268103.22,0,0,0,220479.64,203353.3,200611.89,0,0,0,0,0,0,0,0,0
6160,301.1524005,3.3630068,,,,,,,,,,,21604.348,24380.092,22748.275,25129.078,24325.926,23981.238,27429.582,26619.82,25580.875,37280.65,35539.61,36335.88,0,0,0,30397.55,29493.512,26263.549,0,0,0,0,0,0,0,0,0
6169,273.1225499,3.3644757,,,,32,,,,,,,41769.98,43500.023,42235.71,43157.656,47469.008,43871.72,21671.69,22308.11,20698.01,27615.092,28610.379,26909.959,0,0,0,38513.46,35519.363,29347.672,0,0,0,0,0,0,0,0,0
6166,366.2027009,3.3644757,,,,32,,,,,,,45388.195,45276.695,45786.316,56677.86,57450.684,53418.605,50336.34,53259.266,51564.46,55864.832,54345.29,71624.41,0,0,0,56549.023,56993.81,53520.24,0,0,0,0,0,0,0,0,0
6181,331.201635,3.3683176,,,,32,,,,,,,0,0,0,0,0,0,85845.836,87022.23,91575.555,99366.96,104801.766,98261.766,0,0,0,47142.652,44166.72,42932.72,0,0,0,0,0,0,0,0,0
6157,377.1419678,3.3762004,,,,,,,,,,,39097.703,36018.367,38573.043,41472.43,42841.09,42785.53,1602.0508,0,1311.874,2367.0981,1251.3347,1464.5315,0,26.761154,0,21085.701,17231.406,18427.693,21.026842,0,36.050888,0,0,0,0,0,0
6225,489.2335162,3.385846,,,,,,,,,,,23764.154,25750.047,22415.521,27542.557,27721.219,22988.58,0,0,708.67163,838.3396,0,751.6804,0,0,0,13416.303,13069.921,12492.573,0,0,0,0,0,0,0,0,0
